qstr_Next_Page|다음 페이지
qstr_Greetings_{playername| 반갑소, {playername}. 우리 숲은 위험하니 여행에 유의하시오.
qstr_Well_met_friend_of_t| 만나서 반갑소 놀도르의 친구여. 최근에 흑단 장갑 짐승놈들을 죽이는 기쁨을 느껴본적이 있소?
qstr_Hail!_We_are_hunting| 만세! 우린 자투를 사냥하고 있으니, 근처에 있으면 자투의 피로 우리의 유대를 돈독히 할 수 있을거요.
qstr_Good_to_see_you_{pla| 만나서 반갑소 {playername}. 어제 군주 페어그웨나르께서 그대를 극찬하셨소.
qstr_Hunting_down_forest_| 숲 도적들을 추적하느라 매우 지루하네만 우리 숲에서 당신처럼 교양있는 인간 종족과 마주치는건 반가운 일이지, {playername}.
qstr_Salinohaei_{playernam| Salinohaei, {playername}. 당신을 알아봐서 다행이군. 만약 그렇지 않았다면 당신은 심장이 화살에 꿰뚫려 쓰러져 있을테니. 당신네 사람들도 무기를 내리는게 어떻겠는가? 아 그래, 나쁜 습관은 여간해선 사라지질 않지.
qstr_Adar_lir_Hieth!_It_i| Adar lir Hieth! 만나서 반가웠소 {playername}.
qstr_{playername}_unafae_|{playername} unafae Mael, vi Drael vae lunor sivensi Nael!
qstr_Relvir_niae_Jatue_ae|Relvir niae Jatue aeneluth vae Noldor valneori daneth.
qstr__Hai!_Dreth_Ael_Nold| Hai! Dreth Ael Noldor!
qstr__Bah!_Noldor_Draleri| Bah! Noldor Dralerion vae savensir luith Drae! 물러나라 이방인이여!
qstr__Hai!_Ael_vae_bandra| Hai! Ael vae bandrae? Bah!
qstr__You_Humans_are_like| 너희들 인간은 오염된 구더기 같군!
qstr__Tell_me_Human_do_yo| 말해라 인간, 우리에게 덤비는데 지친거냐? 내가 널 상대하는데 싫증난 것처럼!
qstr__There_are_so_few_of| 수가 적군. 부디 상대하는 재미가 있길 바란다. 가엽구나!
qstr__You_are_not_welcome| 넌 환영받지 못하니 떠나라 이방인!
qstr__Come..._join_the_sw| 오세요... 영원의 자매님들과 달콤한 포옹을 나누세요!
qstr__Your_fame_runs_befo| {playername} 당신의 명성은 익히 알고 있어요. 같이 저녁을 들도록 하죠!
qstr__Hail_great_{playern| {playername} 당신을 진심으로 환영합니다. 경계할 필요 없어요. 여기 함께 앉아 깨달음을 얻어보죠!
qstr__Hail_and_well_met_f| 반갑습니다 친구여. 우리가 말하고 싶은건... 어... 아... 오, 집어치워! 전투준비!
qstr__Hmm_you_are_not_the| 흠? 당신은 내가 찾던 사람이 아니군. 하지만, 맥주는 충분... 흠... 음... 아닐지도. 검을 들어라 이 자식아!
qstr__You!_Yeah_you!_What| 너! 그래 너말야! 뭘 봐? 내가 웃겨? 진짜 웃긴게 뭔지 가르쳐주지!
qstr__I_have_taken_a_vow_| 나는 펜도르의 모든 위대한 전사들과 자웅을 겨루기로 맹세했다. 그들을 찾기 전에... 우선 너부터 상대해야겠군.
qstr__Well_well!_Just_loo| 이런, 이런! 고양이가 뭘 끌고 온거야! 무기를 시험해볼까?
qstr__Ah!_Hey!_Hey!_A_lit| 아! 이봐! 이봐! 작은 성의가 부대원들을 활기차게 만들걸세! 어서 해보게!
qstr__I_have_sworn_to_con| 나는 내가 만난 모든 사람들에게 승리할 것을 선언했소. 당신은 도전하기에 충분치 못해 보이는군요. 하지만... 맹세는 맹세니까!
qstr__We_came_here_to_mak| 운명이 우리를 여기까지 이끌었군요. 당신의 시체를 뒤지는 것은 우리에게 도움이 될 겁니다.
qstr__It_won_t_do_much_fo| 네 녀석과 겨루기에는 위신이 안서는군. 그래도 너를 팔면 돈을 벌 수 있겠지!
qstr__We_have_not_killed_| 오늘은 펜도르의 사람들을 아무도 죽이지 못 했는데 이런 기회를 줘서 고맙군!
qstr__We_of_Mettenheim_ne| 우리 메텐하임 사람들은 도전을 피하지 않지. 죽을 준비는 되었나?
qstr__Look_Girls_some_fre| 이런, 거세하기 좋은 놈들이 많네! 모든 남자를 생포하라!
qstr__You_challenge_the_V| 베카비에게 도전하다니, 머저리야? 함부로 까불면 안 된다는것을 알려주지!
qstr__You_risk_both_your_| 너도 알겠지만, 우리에게 덤빈다면 목숨과 남근이 남아나지 않을거다. 조심해라!
qstr_Men!_Another_Pendori| 이보게들! 다른 펜도르인들이 우리에게 도전하길 원하는군. - {reg63?그:그녀}에게 멜리틴 군대의 용맹함을 보여주자!
qstr_Have_you_ever_seen_t| 멜리틴 그리바나의 돌격을 한번이라도 본 적이 있나? 목숨이 두 개는 되야하지.
qstr_We_are_on_a_lookout_| 우린 상륙하기 적합한 해변과 식량을 찾아 왔다. 멀리 피해가서 목숨을 부지해라.
qstr_A_price_has_been_put| 네놈 머리에 상금이 걸려있기에 가지러 왔다!
qstr_You_have_made_powerf| 자네는 강력한 적을 뒀더군, 친구. 그들은 충분한 대가를 지불했는데... 자네에겐 무척 안 된일이지.
qstr_You_look_pretty_good| 넌 퍽이나 좋아보이는군. {reg63?남자:여자} 시체가 되기에 말이지!
qstr_It_is_your_destiny_t| 네놈의 좋은 날이 다 끝나서, 발에 족쇄가 채워지고, 갤리선에서 죽어라 노를 젓는게 네 운명이겠지. 그리고 이렇게 돈을 버는게 내 운명이고 말야.
qstr__Hail_outland_scum._| 반갑군 이 추방된 쓰레기들. 오늘 내 손으로 죽음의 군주를 만나게 해주지.
qstr__How_opportune_that_| 오늘 여기서 만나다니 얼마나 시기적절한가 - 날 따라오는 시체매들이 굶주려 있거든.
qstr__We_have_come_to_plu| 우리는 약탈을 위해 이 땅에 왔다! 도망치던지 죽던지!
qstr__If_you_must_die_thi| 만약 네가 오늘 죽어야 한다면 이방인이여, 검을 손에서 놓지 말고 전사로서의 죽음을 보여라!
qstr__May_your_death_be_g| 너에겐 영광스러운 죽음이 될 것이다!
qstr__We_have_come_to_del| 우리는 여사제의 구원을 전달하기위해 왔다! 도망치거나 죽어라!
qstr__You_look_like_a_wor| 너는 우리의 여사제에게 가치있는 제물이 될 것이다!
qstr__So_YOU_are_the_snak| 그래서 너는 사교도를 싫어한다고? 먹어버려야겠군!
qstr_Snakes..._I_hate_sna| 뱀... 나는 뱀을 싫어해... 허리띠하고 신발로 만든건 빼고... 넌 어때?
qstr_I_promise_that_I_wil| 나는 마지막 남은 사교도까지 불태워 버리겠다고 약속했지.
qstr__We_are_taking_back_| 네 귀족들이 우리에게서 훔쳐간 것들을 찾으러 왔다!
qstr__Get_{reg63?him:her}| {reg63?그를:그녀를} 잡아라 제군들! 저 멀리 잘 나신 분들에게 충분한 경고가 되도록 {reg63?그를:그녀를} 매달아 두어라!
qstr__At_{reg63?him:her}_| {reg63?그를:그녀를} 보라 제군들! {reg63?그를:그녀를} 발가벗겨 개의 먹이로 주어라!
qstr__We_are_taking_back_t| 우리 시민들에게 그 땅을 되찾아주겠다! <딸꾹>!
qstr__You_got_ale?_We_are| 맥주 있나? 우리는 도망 중이네 그리고 자네도 알듯이... 맥주없이는 달아나기 힘들지!
qstr__Wanna_drink?_Or_may| 한 잔 할텐가? 아니면 한 판 하기를 원하나 자네?
qstr__Thank_you_{reg63?m_| 감사합니다 {reg63?나리:아가씨}, 우리는 당신의 충직한 신하가 될 것입니다!
qstr__Thank_you_{reg63?m_l| 감사합니다 {reg63?나리:아가씨}, 무례하게 굴려는건 아니지만 우리는 다른곳으로 가려 합니다.
qstr_we_have_made_very_li| 우리는 지금까지 매우 미약한 진전을 이루었습니다.
qstr_we_have_suceeded_in_| 우리는 약간의 땅을 확보에 성공했지만, 여전히 갈길이 멉니다.
qstr_we_have_become_a_sig| 우리는 의미있는 힘을 소유했고, 이제 승리의 기회가 있습니다.
qstr_we_are_winning_the_w| 우리는 전쟁에서 이기고 있지만, 적들은 아직 버티고 있습니다.
qstr_we_are_on_the_verge_| 우리는 승리를 눈앞에 두고 있습니다. 남은 적들은 아무런 위협이 되지 않지만, 여전히 처리할 필요가 있습니다.
qstr_My_weapon_slot_upgra|^무기 교체는 다음과 같이 하고 있습니다.{s15}
qstr_Is_this_satisfactory| 만족합니까?
qstr_Select_the_type_of_i| 어떤 종류의 아이템을 빈 칸에 넣을건지 선택하시오. {reg1}.
qstr_This_companion_will_|이제 이 동료는 매 전투가 시작될 때마다 부대의 마지막 자리에 놓이게 됩니다.
qstr_husband|남편
qstr_brother|형제
qstr_father|아버지
qstr__{s12}_were_hired_by| {s12}은(는) {playername} {reg63?왕:여왕}에 의해 고용되었다!
qstr_{s11}_is_upset.|{s11}은(는) 화가 났습니다.
qstr_{s12}_is_upset.|{s12}은(는) 화가 났습니다.
qstr_It_is_good_to_have_a| 믿음직한 동료를 두었다니 잘됐군.
qstr_It_is_good_to_know_t| 두 사람이 매우 잘 지낸다니 잘됐군.
qstr_Excellent_news_I_was| 좋은 소식이군. 혹여 싸우지나 않을까 걱정했었는데.
qstr_That_is_good_to_hear| 듣기 좋은 소리군.
qstr_It_is_good_that_some| 뒤를 봐주는 누군가가 있다는건 좋은 일이지.
qstr_I_am_glad_you_approv| 같은 생각이라 기쁘군.
qstr_{playername}_when_we| {playername}, 우리의 긴 여정이 시작되고, 소수의 사람들이 나에게 격려와 지지를 보냈습니다. 더 소수의 사람들은 내 일에 기꺼이 목숨을 걸었습니다. 게다가, 당신은 내 적들에게 돌격하는 것을 잠시도 주저하지 않았습니다. 우리가 함께 헤쳐나가면서, 모든 희망이 사라져간 때도 있었습니다. 하지만, 신의 도움으로 우리는 승리했습니다. 이제 시간이 되어 당신의 부대를 떠나, 정당한 내 권리를 취하겠습니다. 이제부터 나는 {s3}를 통치하는 막대한 책임을 이행하겠습니다. 우리 앞에는 여전히 많은 도전자들이 남아있고, 당신의 도움으로 극복해야 하는 많은 것들이 있습니다. 그리고 당연하게도, 당신은 언제나 나의 가장 중요한 가신으로 남을 것입니다.
qstr_Here_are_the_results|육체 훈련의 결과:
qstr_Strength|힘
qstr_Agility|민첩
qstr_{s14}^__Increased_th|{s14}^- {s15}이 {reg1} 향상해 {reg2} 가 되었습니다.
qstr_I_am_sorry_there_wer|죄송합니다. 힘과 민첩 향상에 실패했습니다.
qstr_Here_s_what_happened|훈련을 통한 무기숙련도 결과 :
qstr_One_handed|한손무기
qstr_Two_handed|양손무기
qstr_Polearm|폴암
qstr_Archery|활
qstr_Throwing|투척무기
qstr_{s14}^__{s15}_profic|{s14}^- {s15} 숙련도가 {reg1} 향상해 {reg2} 가 되었습니다.
qstr_I_am_sorry_there_were|죄송합니다. 무기숙련도 향상에 실패했습니다.
qstr_The_skills_were_incr|훈련을 통한 기술 결과 :
qstr_Horse_archery|기마궁술
qstr_Riding|승마술
qstr_Athletics|운동능력
qstr_Power_Draw|당기는 힘
qstr_Power_Throw|던지는 힘
qstr_Power_Strike|때리는 힘
qstr_Ironflesh|단단한 피부
qstr_{s14}^__{s15}_skill_| {s14}^- {s15} 기술이 {reg1} 향상해 {reg2} 가 되었습니다.
qstr_I_am_sorry_there_were_| 죄송합니다. 기술 향상에 실패했습니다.
qstr_Find_and_speak_with_{|{s4}의 {s3}을(를) 찾아 충성 맹세를 하게.
qstr__We_will_of_course_n| 우리는 물론 왕국의 군사작전이 끝날 때까지, 기다릴 필요가 있네.
qstr_^^_The_defeated_lord| ^^(패배한 영주는 당신과 왕국에 진정으로 감탄합니다)
qstr_^^_You_have_a_feelin| ^^(패배한 영주가 당신의 왕국을 마음에 들어하는 듯한 느낌입니다)
qstr_^^_The_defeated_lord_| ^^(패배한 영주가 당신을 조심스럽게 바라봅니다)
qstr_^^_The_defeated_lord_l| ^^(패배한 영주가 당신을 증오스럽게 바라봅니다)
qstr_I_am_{s4}_the_ruler_| 나는 {s6}의 통치자 {s4}
qstr_I_am_{s4}_a_vassal_o| 나는 {s6}의 가신 {s4}
qstr_{s9}{reg5?_and_the_l|{s9}{reg5?이며 {s8}의 영주다. :
qstr_You_have_decided_whi| 당신은 용의자들 중 누가 유죄인지 결정했습니다. 그리고 이제 살인자와 대면할 시간입니다.
qstr_You_have_wrongfully_| 당신은 {s60}을(를) 부당하게 기소했습니다, 귀부인 유령과 다시 대화하세요.
qstr__{s49}_{s50}| {s49} {s50}
qstr_{s13}_asked_you_to_g| {s13}은(는) {reg3}마리의 소를 몰아 본인에게 데려올 것을 요청했습니다.
qstr_{s9}_asked_you_to_sc| {s9}은(는) 당신에게 {s13}, {s14} 그리고 {s15}을(를) 정찰한 후 보고하라고 지시했습니다.
qstr_shall_we|shall we
qstr_you|you
qstr_You_are_challenging_| 내게 결투를 신청한다고? 웃기는군! {playername} {reg63?네놈:네년} 뜻대로 해주지. {reg63?네놈:네년} 머리를 날려버리는건 좋은 놀이가 되겠군.
qstr_{s16}_and_{s17}|{s16} 그리고 {s17}
qstr_Very_well_I_will_acc| 아주 좋아, 자네가 한번 더 내게 장엄한 서약을 한다면 자네를 나의 신하로 받아 들이겠네.
qstr_A_pardon_will_only_b|자네가 {s17}을(를) 나에게 양도 해야만 용서가 가능할 것이네. 내 조건에 동의하는가?
qstr_No._There_is_no_chan|아니. 우리들에게 평화는 없을 것이네. 관심 없거든.
qstr_{reg36}x_{s0}_have_jo|{reg36}x {s0} 이(가) 부대에 합류했습니다. 당신은 카베라의 미소를 눈치챘습니다. 지독한 사람...
qstr_{reg36}x_{s0}_have_joi|{reg36}x {s0} 이(가) 부대에 합류했습니다.
qstr_new_wealth_{reg33}|new wealth :{reg33}
qstr__Perhaps_but_I_prefe|있을 수도 없을 수도 있지만 나는 소문이 널리 퍼지는걸 바라지 않네.
qstr__I_am_a_prisoner_how|포로신세인 내가 소식을 아는게 어떻게 가능하겠소?
qstr_I_would_even_pay_you|I would even pay you some extra, but I don't have any gold with me at the moment. Do have a deal?
qstr_I_am_even_willing_to|I am even willing to pay you {reg61} denars in addition! So, is this a deal?
qstr_Our_marshal_{s1}|우리의 사령관 {s1}
qstr_{s11}_and_{s12}|{s11} 그리고 {s12}
qstr_We_are_not_at_war_wi|우리는 누구와도 전쟁을 진행하고 있지 않소.
qstr_We_are_at_war_with_{|우리는 {s12}과 전쟁 중이오.
qstr_go_on_the_offensive_|'이제 공격할 차례다'
qstr_act_to_defend_our_la|우리의 땅을 지키자
qstr_take_more_time_to_ga|병사를 모집하는데 시간이 더 필요하오.
qstr_nowhere|nowhere
qstr_I_accept_oaths_only_|오직 내가 믿을 수 있는 자들만 맹세를 받아들이네, {playername}.
qstr_I_accept_oaths_only_f|오직 영지를 빼앗은 않은 자들만 맹세를 받아들이네, {playername}.
qstr_You_promised_to_help| 당신은 {s13}의 {s14} 왕권 탈환을 도와주기로 약속했습니다.
qstr_What_do_you_say_to_e| 용병 대장으로 {s9}에 합류하는 것은 어떤가? 나는 자네가 능히 해내리라 의심치 않네.
qstr_{s9}_asked_you_to_ta|| {s9}이(가) {s13}에게 서신을 전달해 달라고 요청했습니다. {s13}은(는) 당신이 이 요청을 받았을 때 {s4}에 있었습니다.
qstr_{s9}_asked_you_to_tak| {s9}이(가) {s15}의 {s13}에게 서신을 전달해 달라고 요청했습니다. {s13}은(는) 당신이 이 요청을 받았을 때 {s4}에 있었습니다. 
qstr_{s11}_asked_you_to_e| {s11}이(가) 그의 {s17}인 {s13}을(를) {s14}까지 호위해달라고 요청했습니다.
qstr_{s13}_asked_you_to_d| {s13}은(는) {s15}마을을 점거한 도적들을 없앤 후 알려 달라고 요청했습니다.
qstr_{s9}_asked_you_to_ra| {s9}이(가) {s14} {reg1}기를 양성해 자신에게 데려오기를 요청했습니다.
qstr_{s9}_asked_you_to_co| {s9}이(가) {s3}에서 세금을 징수해 달라고 요청했습니다. 그는 당신에게 그곳에서 징수한 돈의 1/5을 넘기겠다고 제안했습니다.
qstr_{s9}_asked_you_to_hu| {s9}이(가) {s4}(이)라고 불리는 도망자를 추적하여 잡아 달라고 요청했습니다. 그는 현재 {s3}에 있다고 알려져 있습니다.
qstr_{s9}_asked_you_to_as| {s9}이(가) {s3}의 지역 상인을 암살해 달라고 요청했습니다.
qstr_{s9}_has_asked_you_t| {s9}이(가) {s13}에 있는 스파이와 접선해달라고 요청했습니다.
qstr_{s11}_asked_you_to_f| {s11}이(가) {s12}을(를) 떠날 스파이를 따라가 달라고 요청했습니다. 스파이가 눈치채고 돌아가지 않도록 조심해야 할것입니다. 스파이가 공범을 만나면, 그들을 기습하고 잡아서 {s11}에게 데려가야 합니다.
qstr_{s11}_asked_you_to_c| {s11}이(가) 포로를 확실한 억류하기 위해 {s13}의 어떤 영주든지 잡아서 {s11}에게 데려와 달라고 요청했습니다.
qstr_{s9}_asked_you_to_le| {s9}은(는) 일주일간 당신의 동료 {s3}의 도움이 필요하다고 합니다.
qstr_{s9}_asked_you_to_col|{s9}은(는) 당신에게 {s3}이(가) 그에게서 빚진 {reg4}디나르의 빚을 회수해 달라고 요청했습니다. {s3}은(는) 당신이 이 요청을 받았을 때 {s4}에 있었습니다.
qstr_{s11}_gave_you_a_fak| {s11}은(는) 당신에게 가짜 서신을 주며 어리석은 {s13}이(가) 신하 {s16}을(를) 추방하도록 해야 한다고 합니다. 당신은 {s14} 근처로 가서, 서신을 {s15} 중 본인의 임무가 진실이라고 믿는 한명에게 주고 전령으로서 도시에 보내십시오.
qstr_{s9}_has_requested_y| {s9}이(가) 당신에게 {reg1}명의 {s3}을(를) 포로로 잡아와달라고 요청했습니다.
qstr_Lend_your_experience| 당신의 노련한 군의관 {s3}을(를) {s1}에게 빌려주십시오.
qstr_Then_take_it_with_my| 자 가져가게, 진심으로 감사하네. 자네는 {reg63?신사:숙녀}로군. 내가 도움이 필요할 때 자네가 손을 내민 것을 잊지 않겠네.
qstr_Forgive_me_{playerna| 날 용서하게. {playername}, 하지만 나로서는 자네가 이것을 받아들였으면 하네. 이 돈은 나에게는 매우 작은 것이고 자네에게 빚진건 많으니. 자, 가져가게, 그리고 더 이상 거부하지 않았으면 하네.
qstr_{playername}_what_a_|{playername}, 이 얼마나 명예로운 {reg63?신사인가:숙녀인가}, 하지만 난 자네가 이것을 거절하는 것을 허락하지 않겠네. 자네는 내가 말 한것보다 더 해주었고 난 자네가 이 돈을 가지면 나보다 더 나은 곳에 쓸 수 있다고 확신하네.
qstr_{s11}_asked_you_to_r| {s11}은(는) 그녀의 {s17}인 {s13}을(를) 옷을 바꿔 입고 감옥에 들어가는 방법으로 {s14}에서 구출해달라고 했습니다.
qstr_{s11}_asked_you_to_re| {s11}은(는) 그녀의 {s17}인 {s13}을(를) {s14}에서 구출해달라고 했습니다.
qstr_{s11}_asked_you_to_d| {s11}은(는) {s14}에 갇혀있는 {s13}에게 자신의 말을 전해달라고 요청했습니다.
qstr_You_agreed_to_challe| 당신은 {s11}의 명예를 위해 {s13}에 도전하기로 했습니다.
qstr_{s5}__Persuasion_str| {s5} (설득력: {reg5})
qstr_Persuasion_Attempt|설득 시도
qstr_purchase_{s10}|구매 {s10}
qstr_replace_the_{s9}_wit|{s9}을(를) {s10}(으)로 교체하기를
qstr_Your_entire_party_is|당신의 부대 전체가 만족해합니다.
qstr_Garrison_training_is|- 주둔군 훈련이 활성화됨 -
qstr_Garrison_training_is_|- 주둔군 훈련이 비활성화됨 -
qstr_{reg8?{reg8}:no}_oth|현재 {s14} 기사단 {reg7?의:} 설립이 {reg8?{reg8}:안} 됐습니다, {reg63?나리:아가씨}
qstr_You_can_train_a_^{s7|다음과 같이 전직 가능합니다.^{s7}^{s8}^^현재 가용한 {reg29}의 명망과 {reg4}의 명예를 보유하셨으며,^기사 전직은 {reg2}, 준기사 전직은 {reg3}의 명망이 소모됩니다.
qstr_Order_of_the_Dragon|용의 기사단
qstr_Order_of_the_Lion|사자의 기사단
qstr_Immortals_Chapter|불멸자 지부
qstr_Windriders_Chapter|바람기수 지부
qstr_Valkyrie_Sisterhood|발키리 자매단
qstr_Order_of_the_Griffon|그리폰의 기사단
qstr_Order_of_the_Falcon|매의 기사단
qstr_Order_of_the_Raven_S|큰까마귀 창의 기사단
qstr_Order_of_the_Radiant|광휘의 십자가 기사단
qstr_Order_of_the_Clarion|나팔부름 기사단
qstr_Order_of_the_Dawn|새벽의 기사단
qstr_Order_of_the_Ebony_G|흑단 장갑의 기사단
qstr_Order_of_the_Shadow_|그림자 군단
qstr_Order_of_the_Silverm|은빛안개 순찰단
qstr_Order_of_Eventide|밤의 기사단
qstr_Order_of_the_Phoenix|불사조의 기사단
qstr_Order_of_the_Shadow_W|그림자 늑대단
qstr_Order_of_the_Scorpio|전갈 암살단
qstr_Order_of_the_Kraken_|크라켄 광신자단
qstr_{s9}__from_{s8}_|{s9} ({s8}에서 전직)
qstr_Your_whole_party_is_|모든 부대원이 행복해 합니다.
qstr__You_begin_entertain| 당신은 선술집에서 {reg1}만큼의 돈을 받고 즐길거리를 제공하기 시작했습니다.
qstr_{s54}|{s54}
qstr_Quigfen_of_Laria_ask|라리아의 쿠이그펜은, 당신에게 라리아 숲에서 배회하고 있는 자투 군대를 물리쳐 줄것을 요청했습니다. [파란색 부대명]
qstr__{reg35}x_Noldor_War| {reg35}명의 놀도르 전사가 합류합니다.
qstr__{reg36}x_Noldor_Ran| {reg36}명의 놀도르 순찰자가 합류합니다.
qstr__{reg37}x_Noldor_Mai| {reg37}명의 놀도르 여성 순찰자가 합류합니다.
qstr__{reg38}x_Noldor_Nob| {reg38}명의 놀도르 귀족이 합류합니다.
qstr__{reg39}x_Noldor_Twi| {reg39}명의 놀도르 황혼의 기사가 합류합니다.
qstr__The_Goddess_of_Fate| 운명의 여신이 당신에게 미소짓는군요 친구여. 최근 북쪽의 습격에서, 내 동료는 간신히 {reg7}명의 `곰발톱 광전사'을 잡을 수 있었죠. 이들을 당신에게 {reg41} 디나르에 팔고 싶군요.
qstr__This_must_be_your_l| 오늘은 당신께 행운의 날임이 틀림없군요, 친구여. 최근 북쪽으로의 여행에서 {reg7}명의 `레이븐스턴 하이랜더'를 고용했는데. 이들을 {reg41} 디나르에 넘기고 싶군요.
qstr__This_must_be_your_lu| 오늘은 당신께 행운의 날임이 틀림없군요, 친구여. 최근 남쪽으로의 여행에서 싱갈족 습격자 무리로부터 {reg7}명의 `징조 탐구자'들을 고용했는데. 이들을 {reg41} 디나르에 팔고 싶군요.
qstr__This_may_be_your_lu| 오늘은 당신께 행운의 날임이 틀림없군요, 친구여. 저 멀리 멜리틴에서 온 {reg7}명의 전사들을 넘기려고 하는데. {reg41} 디나르면 당신을 따를거에요.
qstr__It_seems_that_I_hav| 너무 많은 일꾼들을 데리고 있어서 그들을 먹여살리기 곤란한 상황입니다. 관심이 있다면, 제가 데리고 있는 {reg7}명의 `난민'들을 {reg41} 디나르에 넘겨 드리겠습니다.
qstr__Unfortunately_I_hav| 불행하게도 접대부로 적합치 않고, 제 머리를 박살내려고 시도했을 정도로 가치도 없는 몇몇의 포로들을 보유하고 있습니다. 관심이 있다면, 기쁘게 당신을 섬길 {reg7}명의 `여성 정찰자'들을 {reg41} 디나르에 넘겨 드리겠습니다.
qstr__My_bad_luck_has_sad| 불행하게도 {reg7}명의 `싱갈족 창병'들을 떠맡게 되었습니다. 약간의 사업상 실패로 더 이상 고용비를 지불할 수가 없는데 {reg41} 디나르만 주신다면 당신을 따르도록 지시하겠습니다. 관심있습니까?
qstr__My_bad_luck_has_sadd| 불행하게도 {reg7}명의 `바클레이 아드벤처러'들을 떠맡게 되었습니다. 약간의 사업상 실패로 더 이상 고용비를 지불할 수가 없는데 {reg41} 디나르만 주신다면 당신을 따르도록 지시하겠습니다. 관심있습니까?
qstr__This_must_be_your_luc| 오늘은 당신께 행운의 날임이 틀림없군요. 저 멀리 메텐하임에서 온 {reg7} 명의 어마어마한 병사들을 고용했는데, 더 이상 필요가 없어서요. {reg41} 디나르만 주신다면 당신을 따르도록 지시하겠습니다. 관심있습니까?
qstr__Through_some_shall_| 그럭저럭인 거래지만, 팔 수도 없고 식비도 댈 수 없는 {reg7}명의 `방랑 종자'들을 데리고 있습니다. 그들에게 {reg41} 디나르를 지불한다면, 그들은 현상황에서 벗어나 당신을 따를겁니다. 거래하시겠습니까?
qstr__My_bad_luck_has_saddl| 불행하게도 전 {reg7}명의 `현상금 사냥꾼'들을 떠맡게 되었는데, 뜻밖의 일로 더 이상 급료를 지불할 수 없게 되었습니다. {reg41} 디나르면 그들을 당신 부대로 넘겨드리겠습니다. 어떠신가요?
qstr__My_bad_luck_just_ha| 저의 불행은 끝이 없군요. 길 위에서 재수없게 잡힌 {s1}(이)라는 좋은 녀석들의 몸값을 흥정하려고 했습죠. 그런데 기사단에선 몸값 지불을 거절해버리고, 갤리선 노예로 팔아치우기엔 훨씬 가치가 있어서 말이죠. 당신이 {reg41} 디나르만 주면 넘겨드리겠습니다. 당신의 여정을 잘 따를것으로 확신합니다.
qstr__Should_my_bad_luck_| 불행이 계속되면, 전 폐업해 버리고 말거에요. 얼마전에 포로로 잡힌 녀석을 하나 얻었는데 고것이 버림을 받은 부류 같아서 그 녀석의 사람들이 몸값을 지불하려 하지 않을거란 말이죠. 그 놈은 확실히 위험한데, 경고를 드려야겠군요. 그녀석은 엘프인데, 아시다시피 종잡을 수 없습니다. 우린 거래를 했죠. 그녀석을 판 금액의 반을 주기로. 제 생각에는 일종의 추적자 같은데, 아니면 전사 일수도, 구분하기 어렵더군요. 제 골칫거리를 {reg41}디나르에 지불하시고 부대로 데려가는데 흥미가 있으신지요?
qstr__It_has_been_my_misf| 최근에 노예 갤리선 지부에서 자신들의 친구가 도망가도록 시도한 {reg7} 명의 여성 모험가들을 잡은건 제 불행입니다. 이 년들은 접대부가 될 수도 있지만, 전투 훈련이 그런 일을 맡기기엔 위험할 정도로 강하게 만들어 버렸죠. 아마 손님께선 데려갈 수 있을거고, 그들의 공격적인 성향을 더욱 건설적인 일에 사용할 수 있겠죠, 자, {reg41} 디나르에 어떤신가요?
qstr__No_I_have_no_room_i| 아니, 부대에 빈자리가 없군.
qstr__No_I_am_not_interes| 아니, 흥미 없군.
qstr_{reg34}_Mercenaries_|{reg34} 용병이 당신의 부대에 합류합니다.
qstr__Search_Rane_for_a_h| 레인 도시에 있는 숨겨진 상자를 찾으십시오.
qstr__Search_Valonbray_fo| 발론브레이 도시에 있는 숨겨진 상자를 찾으십시오.
qstr__Search_for_a_bandit| {s9} 근처에 있는 도적들의 보물상자를 찾으십시오!
qstr__You_work_several_ho| 당신은 몇 시간 동안 환자들을 돌봐, 그 수고로 {reg1} 디나르를 받았다.
qstr_a_hidden_outpost_far| 여기서 멀리 떨어진 은신처.
qstr_Report_back_to_the_O| {s8} 근처에서 활동하는 사교도를 찾았다고 기사단에 보고하시오.
qstr_It_just_so_happens_I|공교롭게도 제가 영주님들 즉, 장엄한 장식을 다시는 분들의 옷을 많이 맞춰 드렸죠. 그러다보니 최고의 재봉사들 중 한 명이 되었어요. 이런 제가 소박한 비용으로 손님의 갑옷에 걸맞는 멋진 망토를 달아 드릴 수 있어요.^소박한 비용으로 멋진 망토를! 어떠세요?
qstr_Well_as_it_so_happen|아니, 세상에! 고약한 도적이나 붉은형제단 같은 놈들이 제가 구입한 비단을 가지고 오는 상인의 짐마차를 습격하지 않았겠습니까. 혹시 어려운 일이 아니고 의향이 있으시다면, 손님의 갑옷 망토를 파시겠어요? 물론, 손님께 응당한 대가를 드리지요. 게다가 이 거래 이후 마음이 변하시더라도 저의 재능을 살려 저에게 파신 망토를 제작해 드릴 수 있습니다.
qstr_I_have_already_shown|이미 '알-아지즈' 광산의 위치를 알려드렸습니다. 제 책에 관한게 아니라면 더 이상 거래할 것이 없습니다.
qstr_I_can_show_you_where|큰 주머니의 다이아몬드를 주신다면 숨겨진 '알-아지즈' 광산의 어디에 있는지 알려드리죠.^지도에 표시해 드릴테니 들어가서 살펴보실 수 있을 겁니다.
qstr_Oh!_Yes_that_s_right|오! 그래, 맞아. 너무 독한 술 때문에 기억력이 떨어졌지. 그래서 누구라고?
