qstr_Next_Page|다음 페이지
qstr_And_it_smells_as_if_|안장에서 죽은 것처럼 냄새가나요! 스틸 드로우!
qstr__We_will_hunt_you_dow|우리는 당신을 사냥합니다!
qstr_I_am_not_impressed!_|감동하지 않습니다! 활이 얼마나 강한 지 봅시다!
qstr__We_re_going_to_ride|우리는 당신을 타고 것입니다!
qstr_And_it_smells_as_if_y|안장에서 죽은 것처럼 냄새가나요! 스틸 드로우!
qstr_Ha!_It_looks_like_th|하아! Mettenheim 수도에서 다시 한 번 전투처럼 보입니다! ^ 호기심이 많으면 모두 거대한 경로로 끝납니다.
qstr_If_you_had_learned_h|타는 법을 배웠다면, 말도 탔을 것입니다.
qstr_I_have_fought_many_b|나는 많은 전투를 벌였다. 스네이크 컬트 군대 전체가 나를 두려워합니다. 당신은 엉뚱한 시작입니다.
qstr_Old_men_with_swords_|칼을 든 노인은 뱀을 두려워하는 경향이 있습니다.
qstr_The_Witch_Boadice!_T|마녀 Boadice! 추격이 끝났습니다! 자매 여러분, 싸워야합니다!
qstr_Boadice_is_under_my_|Boadice는 저의 보호 아래 있습니다. 당신이 말하는 마법은 정치적 목적에 대한기만 일뿐입니다. 사냥은 여기서 끝나지만 예상 한대로는 아닙니다.
qstr_I_see_many_dead_men_|사령관 님, 죽은 사람들이 많이 걷는 것을 봅니다. 나는 베카 비아의 베란 테 크루 우스 (Verante Kruus)와 나의 자매들이여, 우리가 약한 생존자들을 어떻게 삭감하는지 목격 할 수있을 정도로 오래 살 수 있습니다.
qstr_You_remind_me_of_som|내가 아는 사람을 생각 나게한다. 그녀는 아주 나쁜 년이지만, 내가 당신에게 가르치려고하는 것처럼 그녀의 매너를 가르쳤습니다.
qstr_Rufio_Vincente_de_Vi|서비스, 친구, Rufio Vincente de Villaviciosia는 포스터를 보았을 것입니다. 이제 수하물과 훌륭한 장비를 친절하게 보내십시오. 그렇지 않으면 개인적으로 팔다리를 하나씩 찢어 버릴 것입니다.
qstr_You_foreign_outlaws_|당신은 외국 무법자들이 펜 도르의 상처에 파리와 같습니다. 다른 사람들이 여기에서 하선을 고려하기 전에주의를 기울 이도록 모범을 보이겠습니다.
qstr_You_have_the_fleetin|당신은 Rufio와 그의 유명한 Tercio Villaviciosia를 만나는 것을 영광스럽게 생각합니다. 내 bandoleros는 살인 연습이 필요합니다-당신은 잘 할 것입니다.
qstr_I_am_{playername}_an|저는 {playername}이고 Barclay가 아닌 Pendor입니다. 우리는 여기서 훨씬 적게 죽입니다.
qstr_In_the_name_of_the_M|멜리 틴 제국의 이름으로, 당신의 모든 신분을 Sebastokrator Kaspax의 보살핌에 굴복하십시오! 준수하지 않으면 압수와 특히 십자가에 못 박히게됩니다.
qstr_I_don_t_parley_with_|나는 외국 침략자와 팔리지 않고 그들을 몰아냅니다.
qstr_Your_continued_insol|당신의 계속 된 욕설, Pendorian은 용납되지 않을 것입니다. 새로운 멜리 틴 마스터에게 절하거나 멸망하는 법을 배웁니다.
qstr_I_am_{playername}_and|저는 {playername}이고 이것은 Melitine이 아닌 Pendor입니다. 우리는 여기서 훨씬 적게 죽입니다.
qstr__I_will_drink_from_y|나는 당신의 두개골에서 마실 것입니다!
qstr__Today_the_gods_will|오늘 신들이 당신의 운명을 결정할 것입니다!
qstr__That_s_a_nice_head_|어깨에 좋은 머리입니다!
qstr__Less_talking_more_r|덜 말하고, 더 많이 습격하십시오!
qstr__I_will_crush_your_p|나는 당신의 사람들을 부수고 내 앞에 그들을 몰고 당신의 여자들의 애도를들을 것입니다!
qstr___Come_face_me_on_th|전장에서 나를 만나 나는 나의 칼이 내 말을하게 할 것이다!
qstr__I_am_going_to_take_|나는 내 주먹을 가지고 그것을 당신의 뱃속에 부어 넣고, 당신의 신이 저주받은 척추를 찢어 버릴 것입니다!
qstr__When_this_battle_is|이 전투가 끝났을 때 나는 당신의 몸을 절제하고 당신의 두개골에서 마실 것입니다!
qstr_Greetings_{playername|{playername} 님, 안녕하세요. 당신의 여행에 조심하십시오, 우리의 숲은 위험합니다.
qstr_Well_met_friend_of_t|Noldor의 친구를 만났습니다. 최근에 Ebony Gauntlet brute를 죽이는 기쁨을 얻었습니까?
qstr_Hail!_We_are_hunting|빗발! 우리는 Jatu를 찾고 있습니다. 우리와 가까이 있으십시오. Jatu의 혈액으로 우정을 쌓을 수 있습니다.
qstr_Good_to_see_you_{pla|반갑습니다, {playername}. Faergwethanir 경은 어제 당신에 대해 크게 말씀하셨습니다.
qstr_Hunting_down_forest_|산림 도둑을 사냥하는 것은 완전히 지루합니다. {playername} 숲에서 당신과 같은 문명화 된 인류의 구성원을 만나게 된 것을 환영합니다.
qstr_Salinohaei_{playernam|Salinohaei, {playername} 님. 당신을 잘 알아 냈어요 그렇지 않으면 당신은 지금 당신의 마음을 뚫는 화살로 도랑에 누워있을 것입니다. 사람들이 어떻게 넣습니까? 아 예, 오래된 습관은 열심히 죽습니다.
qstr_Adar_lir_Hieth!_It_i|Adar lir Hieth! {playername} 님, 만나서 반갑습니다.
qstr_{playername}_unafae_|{playername} unafae Mael, vi Drael vae lunor sivensi Nael!
qstr_Relvir_niae_Jatue_ae|Relvir niae Jatue aeneluth vae Noldor valneori daneth.
qstr__Hai!_Dreth_Ael_Nold|하이! Drel Ael Noldor!
qstr__Bah!_Noldor_Draleri|바! Noldor Dralerion vae savensir luith Drae! 광대 한 외계인!
qstr__Hai!_Ael_vae_bandra|하이! 아 엘베 밴드 래? 바!
qstr__You_Humans_are_like|당신 인간은 구더기의 침입과 같습니다!
qstr__Tell_me_Human_do_yo|휴먼, 우리에게 도전하는 데 지치십니까? 내가 당신을 당신의 자리에 두는 것에 지칠 때!
qstr__There_are_so_few_of|당신은 너무 적습니다. 그리고 이것이 흥미로울 것으로 기대했습니다. 동정!
qstr__You_are_not_welcome|당신은 여기서 환영받지 않습니다. 가라!
qstr__Come..._join_the_sw|영원의 자매들의 달콤한 포옹에 동참하십시오!
qstr__Your_fame_runs_befo|당신의 명성은 {playername} 전에 시작됩니다.
qstr__Hail_great_{playern|우박 {playername}, 알람이 필요 없습니다, 우리와 함께 앉아 깨달음!
qstr__Hail_and_well_met_f|우박과 친구를 만났다. 우리가 뭐라고 ... 아 ... 어 .. 오. 싸울 준비를하세요!
qstr__Hmm_you_are_not_the|흠, 당신은 내가 찾던 만남의 유형은 아니지만, 충분한 에일과 함께 ... 음 ... 흠 ... 어쩌면 아닐 수도 있습니다. 칼을 뽑아 돼지!
qstr__You!_Yeah_you!_What|당신! 그래요! 당신은 무엇을보고 있습니까? 날 놀리는거야? 나는 당신에게 웃음을 가르 칠 것입니다!
qstr__I_have_taken_a_vow_|나는 모든 펜 도르의 최고의 전사들에게 내 힘을 맹세하기 위해 서약했다. 내가 그들을 찾을 때까지, 나는 당신을 위해 정착 할 것 같아요.
qstr__Well_well!_Just_loo|잘! 고양이가 끌었던 것을보세요! 팔을 테스트 하시겠습니까?
qstr__Ah!_Hey!_Hey!_A_lit|아! 야! 야! 우리의 하루 군대를 활기차게 할 작은 것! 하자!
qstr__I_have_sworn_to_con|내가 만나는 모든 사람을 정복하기로 맹세했습니다. 당신은 많은 도전처럼 보이지는 않지만 맹세는 맹세입니다.
qstr__We_came_here_to_mak|우리는 재산을 만들기 위해 여기에 왔습니다. 당신의 몸을 약탈하면 분명히 우리를 도울 것입니다.
qstr__It_won_t_do_much_fo|우리의 명성이 당신과 싸우는 데별로 도움이되지 않습니다. 그러나 우리는 당신을 팔기 위해받은 금을 사용할 수 있습니다!
qstr__We_have_not_killed_|우리는 거의 하루 동안 Pendorians를 죽이지 않았습니다. 더 많이 죽일 수있는 기회를 주셔서 감사합니다!
qstr__We_of_Mettenheim_ne|Mettenheim의 우리는 결코 도전에 도전하지 않습니다. 오늘 죽을 준비가 되셨습니까?
qstr__Look_Girls_some_fre|걸스, 젤링에 대한 새로운 후보자! 모든 남자를 살려보세요!
qstr__You_challenge_the_V|당신은 Veccavi, 바보에 도전? 길의 오류를 배워야합니다!
qstr__You_risk_both_your_|당신은 우리에게 도전함으로써 당신의 삶과 남성 모두를 위험에 빠뜨릴 것입니다. 경고 받다!
qstr_Men!_Another_Pendori|남자들! 또 다른 Pendorian는 우리에게 도전하기를 원합니다-Melitine 병사들의 용기를 {reg63? him : her} 보여주십시오!
qstr_Have_you_ever_seen_t|Melitine Griwbanars의 책임을 본 적이 있습니까? 드물게 아무도 그것을 두 번보고 살았습니다.
qstr_We_are_on_a_lookout_|우리는 적절한 상륙 해변과 규정을 찾고 있습니다. 깨끗하고 살아라.
qstr_A_price_has_been_put|당신의 머리에 가격이 책정되었으며, 우리는 여기에 모입니다!
qstr_You_have_made_powerf|당신은 강력한 적을 만들었습니다. 그들은 잘 지불합니다 ... 당신에게 너무 나쁘다.
qstr_You_look_pretty_good|당신은 꽤 좋아 보입니다 ... 죽은 {reg63? man : woman}!
qstr_It_is_your_destiny_t|노예 갤리의 노에 묶인 당신의 하루를 끝내는 것은 당신의 운명입니다. 당신을 거기에두고 깔끔한 이익을 만드는 것이 나의 운명입니다.
qstr__Hail_outland_scum._|우박, 쓰레기. 오늘 내 손에 죽음의 주인을 맞이할 것이다.
qstr__How_opportune_that_|우리가 오늘 여기서 만나는 기회는 무엇입니까? 저를 따르는 독수리는 배가 고파요.
qstr__We_have_come_to_plu|우리는이 땅을 약탈하게되었습니다! 옆에 서거나 죽어라!
qstr__If_you_must_die_thi|이 날 외계인으로 죽어야한다면 전사의 죽음을 증명하기 위해 칼을 손에 쥐십시오!
qstr__May_your_death_be_g|당신의 죽음이 영광이 되길 바랍니다!
qstr__We_have_come_to_del|우리는 여주인으로부터 구원을 전달하기 위해 왔습니다! 옆에 서거나 죽어라!
qstr__You_look_like_a_wor|당신은 우리의 사랑하는 여주인에게 합당한 희생처럼 보입니다!
qstr__So_YOU_are_the_snak|그래서 당신은 뱀 증오입니까? 당신은 나에게 음식처럼 보인다!
qstr_Snakes..._I_hate_sna|뱀 ... 나는 뱀이 싫어 ... 벨트와 부츠를 제외하고 ... 당신은?
qstr_I_promise_that_I_wil|나는 내가 찾을 수있는 모든 마지막 뱀을 태울 것이라고 약속한다.
qstr__We_are_taking_back_|우리는 당신이 우리에게서 훔친 귀족들을 되찾고 있습니다!
qstr__Get_{reg63?him:her}|{reg63? him : her} Lads를 받으세요! 그 오크에서 {reg63? him : her}를 우리가 충분히 가졌던 모든 조상들에게 전하는 메시지로 걸어보세요!
qstr__At_{reg63?him:her}_|{reg63? him : her} 젊은이들! {reg63? 그녀의} 몸을 벗겨서 개들에게 먹이세요!
qstr__We_are_taking_back_t|우리는 사람들을 위해 땅을 되찾고 있습니다! <hic> !
qstr__You_got_ale?_We_are|에일 있어요? 우리는 낮게 달리고있다. 그리고 나중에 알고있다.. 에일없이 군대를 실행할 수 없다!
qstr__Wanna_drink?_Or_may|마실 래요? 아니면 냉정하게 싸우고 싶습니까?
qstr__Thank_you_{reg63?m_|{reg63? m'lord : m'Lady} 감사합니다. 우리는 당신의 가장 충성스러운 주제가 될 것입니다!
qstr__Thank_you_{reg63?m_l|{reg63? m'lord : m'Lady} 님, 감사합니다.
qstr_we_have_made_very_li|우리는 지금까지 거의 발전하지 못했습니다
qstr_we_have_succeeded_in|우리는 일부 근거를 얻는 데 성공했지만 아직 갈 길이 멀다
qstr_we_have_become_a_sig|우리는 중요한 힘이되었고, 심지어 승리의 기회가 있습니다
qstr_we_are_winning_the_w|우리는 전쟁에서 이기고 있지만 적들은 여전히 붙잡고 있습니다.
qstr_we_are_on_the_verge_|우리는 승리 직전에 있습니다. 나머지 적들은 위협을받지 않지만 여전히 사냥해야합니다.
qstr_My_weapon_slot_upgra|무기 슬롯 업그레이드는 다음과 같습니다. ^ {s15}
qstr_Is_this_satisfactory|이것이 만족 스러운가?
qstr_Select_the_type_of_i|슬롯 {reg1}에 대한 항목 유형을 선택하십시오.
qstr_This_companion_will_|이 동반자는 전투가 시작될 때마다 파티의 마지막 장소에 배치됩니다.
qstr_husband|남편
qstr_brother|동료
qstr_father|아버지
qstr__{s12}_were_hired_by|{s12}는 {reg63? King : Queen} {playername}에 의해 고용되었습니다!
qstr_{s11}_is_upset.|{s11}이 (가) 화가났습니다.
qstr_{s12}_is_upset.|{s12}가 화가났습니다.
qstr_It_is_good_to_have_a|신뢰할만한 동반자를 갖는 것이 좋습니다.
qstr_It_is_good_to_know_t|둘이 잘 지내고 있다는 것을 아는 것이 좋습니다.
qstr_Excellent_news_I_was|좋은 소식은, 나는 울리는 것이 있을까 걱정했다.
qstr_That_is_good_to_hear|듣기 좋다.
qstr_It_is_good_that_some|누군가가 등을 가지고있는 것이 좋습니다.
qstr_I_am_glad_you_approv|나는 당신이 승인하고 잘 지내게되어 기쁩니다.
qstr_{playername}_when_we|{playername}, 우리가 긴 걷기를 시작했을 때, 나를지지 할 용기를 가진 사람은 거의 없었습니다. 그리고 여전히 내 목숨을 걸고 자하는 사람들의 수가 줄어 듭니다. 그러나 당신은 내 적을 향해 자신을 던지는 순간을 주저하지 않았습니다. 우리는 많은 것을 함께 겪었고, 모든 희망을 잃기 시작한 때가있었습니다. 그러나 하나님의 도움으로 우리는 승리했습니다. 이제 회사를 떠나 올바른 것을 취해야 할 때입니다. 이제부터는 {s3} 판결의 큰 책임을 수행 할 것입니다. 아직도 많은 challanges가 놓여 있으며 나는 그것을 극복하는 데 도움을 믿습니다. 그리고 물론, 당신은 항상 나의 최전선으로 남아있을 것입니다.
qstr_Here_are_the_results|신체 훈련 결과는 다음과 같습니다.
qstr_Strength|힘
qstr_Agility|민첩
qstr_{s14}^__Increased_th|{s14} ^-{s15}를 {reg1} 증가하여 {reg2}로 증가
qstr_I_am_sorry_there_wer|죄송합니다. 힘과 민첩성에는 변화가 없었습니다.
qstr_Here_s_what_happened|무기 숙련도는 다음과 같습니다.
qstr_One_handed|한 손으로
qstr_Two_handed|두 손으로
qstr_Polearm|폴암
qstr_Archery|양궁
qstr_Throwing|던지기
qstr_Firearm|총기
qstr_{s14}^__{s15}_profic|{s14} ^-{s15} 숙련도가 {reg1}만큼 증가하여 {reg2}
qstr_I_am_sorry_there_were|죄송하지만 무기 숙련도에는 변화가 없었습니다.
qstr_The_skills_were_incr|기술은 다음과 같이 향상되었습니다.
qstr_Horse_archery|말 양궁
qstr_Riding|승마
qstr_Athletics|체육 실기
qstr_Power_Draw|파워 드로우
qstr_Power_Throw|파워 던지기
qstr_Power_Strike|파워 스트라이크
qstr_Ironflesh|아이언 플릿
qstr_{s14}^__{s15}_skill_|{s14} ^-{s15} 스킬이 {reg1}만큼 증가하여 {reg2}
qstr_I_am_sorry_there_were_|죄송합니다. 그들의 기술에는 변화가 없었습니다.
qstr_Find_and_speak_with_{|{s4}의 {s3}을 (를) 찾아서 말하여 그에게 경의를 표합니다.
qstr__We_will_of_course_n|물론 영역이 더 이상 캠페인에 참여하지 않을 때까지 기다려야합니다.
qstr_^^_The_defeated_lord|^^ (패배 한 주께서는 당신과 당신의 왕국을 진심으로 존경합니다)
qstr_^^_You_have_a_feelin|^^ (당신은 패배 한 주가 당신의 왕국을 거의 좋아한다고 생각합니다)
qstr_^^_The_defeated_lord_|^^ (패배 한 주님은 조심스럽게 눈을 eyes니다)
qstr_^^_The_defeated_lord_l|^^ (패배 한 주가 당신을 증오하게 바라본다)
qstr_I_am_{s4}_the_ruler_|저는 {s6}의 통치자 {s4}입니다
qstr_I_am_{s4}_a_vassal_o|저는 {s6}의 신병 {s4}입니다
qstr_{s9}{reg5?_and_the_l|{s9} {reg5? {s8} .:의 군주.
qstr_You_have_decided_whi|유죄 판결을받은 용의자를 결정했으며 이제 살인자와 대면 할 때입니다.
qstr_You_have_wrongfully_|{s60}을 (를) 잘못 고발했습니다. 다시 Ghost Lady와 대화하십시오.
qstr__{s49}_{s50}|{s49} {s50}
qstr_{s13}_asked_you_to_g|{s13}이 (가) 소의 {reg3} 머리를 모아서 다시 가져 오라고했습니다.
qstr_{s9}_asked_you_to_sc|{s9}가 {s13}, {s14} 및 {s15}를 스카우트하고 다시보고하도록 요청했습니다.
qstr_shall_we|우리는
qstr_you|당신
qstr_You_are_challenging_|당신은 결투에 도전하고 있습니까? 얼마나 굴러! 원하는대로 {playername}, 당신의 머리를 강타하는 것이 좋습니다.
qstr_{s16}_and_{s17}|{s16} 및 {s17}
qstr_Very_well_I_will_acc|엄숙한 맹세를 다시 한 번 맹세 할 준비가된다면, 나는 당신을 내 계급으로 다시 받아 들일 것입니다.
qstr_A_pardon_will_only_b|사면은 당신이 나에게 {s17}을 기꺼이 허용하려는 경우에만 가능합니다. 내 약관에 동의하십니까?
qstr_No._There_is_no_chan|아닙니다. 우리 사이에는 평화의 기회가 없습니다. 저는 관심이 없습니다.
qstr_{reg36}x_{s0}_have_jo|{reg36} x {s0} 님이 파티에 가입했습니다. 당신은 Kaverra의 미소를 보았습니다. 치명적인 ...
qstr_{reg36}x_{s0}_have_joi|{reg36} x {s0} 님이 파티에 가입했습니다.
qstr__Perhaps_but_I_prefe|아마도, 나는 가십을 퍼 뜨리지 않는 것을 선호합니다.
qstr__I_am_a_prisoner_how|나는 죄수입니다. 어떻게 뉴스를 알 수 있습니까?
qstr_I_would_even_pay_you|나는 심지어 당신에게 약간의 돈을 지불 할 것이지만, 나는 지금 나와 함께 금이 없습니다. 거래가 있습니까?
qstr_I_am_even_willing_to|나는 또한 당신에게 {reg61} 디나르를 지불하게 기꺼이합니다! 이게 거래인가요?
qstr_Our_marshal_{s1}|우리의 마샬, {s1}
qstr_{s11}_and_{s12}|{s11} 및 {s12}
qstr_We_are_not_at_war_wi|우리는 누구와도 전쟁 중이 아닙니다.
qstr_We_are_at_war_with_{|우리는 {s12}와 전쟁 중입니다.
qstr_go_on_the_offensive_|지금 공격에 가십시오.
qstr_act_to_defend_our_la|우리 땅을 지키기 위해 행동하십시오.
qstr_take_more_time_to_ga|군대를 모으기 위해 더 많은 시간이 걸립니다.
qstr_nowhere|아무데도
qstr_I_accept_oaths_only_|본인은 {playername}을 (를) 신뢰할 수있는 사람으로부터 만 맹세를 수락합니다.
qstr_I_accept_oaths_only_f|도둑이없는 도둑 {playername} 에게서만 맹세를 수락합니다.
qstr_You_promised_to_help|{s13}이 (가) {s14}의 왕좌를 주장하도록 도와 주겠다고 약속했습니다.
qstr_What_do_you_say_to_e|용병 대장으로 {s9}의 서비스에 참여하는 것에 대해 어떻게 말합니까? 나는 네가 그 일에 달려있을 것이라는 데는 의심의 여지가 없다.
qstr_{s9}_asked_you_to_ta|{s9}가 {s13}에게 메시지를 보내달라고 요청했습니다. 이 퀘스트를 받았을 때 {s13}이 (가) {s4}에 있다고 믿어졌습니다.
qstr_{s9}_asked_you_to_tak|{s9}가 {s15} 중 {s13}에게 메시지를 보내도록 요청했습니다. 이 퀘스트를 받았을 때 {s13}이 (가) {s4}에 있다고 믿어졌습니다.
qstr_{s11}_asked_you_to_e|{s11}이 (가) {s17} {s13}을 (를) {s14}에게 호위하도록 요청했습니다.
qstr_{s13}_asked_you_to_d|{s13}이 (가) {s15} 마을을 점령하고있는 적을 처리 한 후 다시보고하도록 요청했습니다.
qstr_{s9}_asked_you_to_ra|{s9}가 {reg1} {s14}을 (를) 모아서 가져 오도록 요청했습니다.
qstr_{s9}_asked_you_to_co|{s9}가 {s3}에서 세금을 징수하도록 요청했습니다. 그는 당신이 그곳에서 모은 돈의 5 분의 1을 떠나라고 제안했습니다.
qstr_{s9}_asked_you_to_hu|{s9}이 (가) {s4}라는 도망자를 사냥하도록 요청했습니다. 그는 현재 {s3}에 있다고 믿어집니다.
qstr_{s9}_asked_you_to_as|{s9}가 {s3}에서 지역 판매자를 암살하라고 요청했습니다.
qstr_{s9}_has_asked_you_t|{s9}가 {s13}에서 스파이를 만나도록 요청했습니다.
qstr_{s11}_asked_you_to_f|{s11}이 (가) {s12}를 떠날 스파이를 따르라고 요청했습니다. 스파이가 도중에 당신을 보지 않도록주의하십시오. 스파이가 공범과 만나면, 그들을 잡아서 {s11}로 가져와야합니다.
qstr_{s11}_asked_you_to_c|{s11}이 (가) 모든 주 {s13}에서 영주를 점령 한 후 피해자를 {s11} (으)로 끌어다 보관하십시오.
qstr_{s9}_asked_you_to_le|{s9} 님이 일주일 동안 친구 {s3}을 빌려달라고 요청하셨습니다.
qstr_{s9}_asked_you_to_col|{s9}가 {reg4} 디나르 {s3}의 빚을지게하도록 요청했습니다. 이 퀘스트를 받았을 때 {s3}이 (가) {s4}에있었습니다.
qstr_{s11}_gave_you_a_fak|{s11}이 {s13}을 속여서 그의 {s16}을 (를) 금지시키는 가짜 편지를주었습니다. 당신은 {s14} 근처로 가서 {s15} 중 하나에게 편지를주고 그를 메신저로 마을로 보내야합니다.
qstr_{s9}_has_requested_y|{s9}이 (가) 그를 {reg1} {s3}을 포로로 데려 오라고 요청했습니다.
qstr_Lend_your_experience|숙련 된 외과 의사 {s3}을 (를) {s1}에게 빌려주십시오.
qstr_Then_take_it_with_my|그리고 내 영원한 감사와 함께 가져 가라. 당신은 고귀한 {reg63? man : woman}입니다. 당신이 저의 도움이 필요한 시간에 나를 도와 주신 것을 결코 잊지 못할 것입니다.
qstr_Forgive_me_{playerna|{playername}을 (를) 용서해주세요.하지만이를 수락해야합니다. 돈은 나에게 거의 의미가 없으며, 나는 너에게 너무 많은 빚을졌다 여기로 가져 가서 더 이상 말하지 않겠습니다.
qstr_{playername}_what_a_|{playername} 님, {reg63? man : woman} 님, 안녕하세요. 거부 할 수 없습니다. 나는 당신이 말할 수있는 것보다 훨씬 더 많은 빚을졌으며,이 돈을 나보다 훨씬 더 잘 사용할 수 있다고 확신합니다.
qstr_{s11}_asked_you_to_r|{s11}이 (가) 옷을 갈아 입고 감옥에서 자신의 자리를 차지함으로써 {s14}에서 {s17} {s13}을 구해달라고 요청했습니다.
qstr_{s11}_asked_you_to_re|{s11}이 (가) {s14}에서 그녀의 {s17} {s13}을 구해달라고 요청했습니다.
qstr_{s11}_asked_you_to_d|{s11}이 (가) {s14}에 수감 된 {s13}에게 메시지를 전달하도록 요청했습니다.
qstr_You_agreed_to_challe|귀하는 {s11}의 명예를 지키기 위해 {s13}에 도전하기로 동의했습니다.
qstr_{s5}__Persuasion_str|{s5} (설득 강도 : {reg5})
qstr_Persuasion_Attempt|설득 시도
qstr_purchase_{s10}|{s10} 구매
qstr_replace_the_{s9}_wit|{s9}를 {s10}으로 바꾸십시오
qstr_Your_entire_party_is|파티 전체가 더 행복합니다.
qstr_Do_NOT_train_garriso|수비대를 훈련시키지 마십시오.
qstr_Start_training_garri|주둔지 훈련을 시작하십시오.
qstr_{reg8?{reg8}:no}_oth|{reg8? {reg8} : no} 기타 {s14} 주문 {reg7? s :}이 현재 설정되어 있음, {reg63? m'Lord : m'Lady}
qstr_You_can_train_a_^{s7|^ {s7} ^ 및 {s8} ^ {reg29} 명성을 얻을 수 있고 {reg4}의 명예로 훈련 할 수 있습니다. ^ Knight Honor 부대는 {reg2} 명성을, 반면 상사 부대는 {reg3} 명성을 얻습니다 .
qstr_Order_of_the_Dragon|용의 명령
qstr_Order_of_the_Lion|사자의 순서
qstr_Immortals_Chapter|불멸의 장
qstr_Windriders_Chapter|윈드 라이더 챕터
qstr_Valkyrie_Sisterhood|발키리 자매
qstr_Order_of_the_Griffon|그리폰의 순서
qstr_Order_of_the_Falcon|팔콘의 순서
qstr_Order_of_the_Raven_S|까마귀 창 순서
qstr_Order_of_the_Radiant|빛나는 십자가의 질서
qstr_Order_of_the_Clarion|클라리온 콜의 순서
qstr_Order_of_the_Dawn|새벽의 순서
qstr_Order_of_the_Ebony_G|흑단 건틀릿의 순서
qstr_Order_of_the_Shadow_|그림자 군단의 순서
qstr_Order_of_the_Silverm|은빛 안개 순찰 자의 명령
qstr_Order_of_Eventide|Eventide의 순서
qstr_Order_of_the_Phoenix|피닉스의 순서
qstr_Order_of_the_Shadow_W|그림자 늑대의 순서
qstr_Order_of_the_Scorpio|전갈 암살자의 순서
qstr_Order_of_the_Kraken_|크라켄 숭배자들의 명령
qstr_{s9}__from_{s8}_|{s9} ({s8}에서)
qstr_Your_whole_party_is_|파티 전체가 더 행복합니다.
qstr__You_begin_entertain|당신은 선술집에서 즐겁게 시작하고 {reg1} 금을받습니다.
qstr_{s54}|{s54}
qstr_Quigfen_of_Laria_ask|라 리아의 퀴 그펜은 라 리아 숲에서 약탈하는 자투 군대를 파괴하라고 요청했습니다.
qstr__{reg25}x_Noldor_War|{reg25} x Noldor Warrior 님이 파티에 가입했습니다.
qstr__{reg26}x_Noldor_Ran|{reg26} x Noldor Ranger 님이 파티에 가입했습니다.
qstr__{reg27}x_Noldor_Mai|{reg27} x Noldor Maiden Ranger 님이 파티에 가입했습니다.
qstr__{reg28}x_Noldor_Nob|{reg28} x Noldor Noble 님이 파티에 가입했습니다.
qstr__{reg29}x_Noldor_Twi|{reg29} x Noldor Twilight Knight 님이 파티에 가입했습니다.
qstr__The_Goddess_of_Fate|운명의 여신, 내 친구여! 최근 북부 급습에서 동료들은 {reg41} 디나르에게 기꺼이 팔려고 할 {reg7} Bearclaw Berserkers를 사로 잡았습니다.
qstr__This_must_be_your_l|내 행운의 날 이여, 친구 야! 최근 북부 여행에서 나는 {reg41} 디나르를 위해 당신에게 기꺼이 팔아 줄 {reg7} Ravenstern Highlanders를 구입했습니다.
qstr__This_must_be_your_lu|내 행운의 날 이여, 친구 야! 최근 남부 여행에서 나는 Singalian raiding party에서 {reg7} Omen Seekers를 구입했습니다. {reg41} 디나르에게 기꺼이 판매하겠습니다.
qstr__This_may_be_your_lu|오늘은 행운의 날일지도 몰라 친구 나는 언로드하려고하는 먼 멜리 틴 출신의 {reg7} 전사들을 가지고 있습니다. 그들은 {reg41} 디나르를 위해 당신을 따라갈 것입니다.
qstr__It_seems_that_I_hav|나는 내 손에 너무 많은 노동자들이 있고 그들에게 먹이를 줄 방법이없는 것 같습니다. 관심이 있으시면 {reg41} 디나르에게 서비스를 제공하기 위해 현재 로트를 교환 할 수있는 {reg7} 난민이 있습니다.
qstr__Unfortunately_I_hav|불행히도 나는 기쁨의 노예로 적합하지 않은 첫 번째 기회에 내 두뇌를 강타하지 않는 한 다른 가치가없는 죄수들과 붙어 있습니다. 관심이 있으시다면 {reg41} 디나르에게 서비스를 제공하기 위해 현재 로트를 교환 해 줄 {reg7} 처녀 스카우트가 있습니다.
qstr__My_bad_luck_has_sad|나의 불운은 저를 고용하고있는 {reg7} Singalian Foreign Spearmen의 작은 회사와 함께 안장을 has습니다. 일부 나쁜 사업 벤처 때문에 지불 할 수 없습니다. {reg41} 디나르에게 당신을 따르라고 명령 할 수 있습니다. 관심이있으세요?
qstr__My_bad_luck_has_sadd|나의 불운은 고용 된 소규모의 {reg7} Barclay Aventuriers 회사와 함께 안장을 has습니다. 일부 나쁜 사업 벤처 때문에 지불 할 수 없습니다. {reg41} 디나르에게 당신을 따르라고 명령 할 수 있습니다. 관심이 있습니까?
qstr__This_must_be_your_luc|오늘은 행운의 날이어야합니다! 나는 멀리 떨어져있는 Mettenheim의 {reg7} 강력한 병사를 고용하지만 더 이상 필요하지 않습니다. {reg41} 디나르에게 당신을 따르라고 명령 할 수 있습니다. 관심이있으세요?
qstr__Through_some_shall_|일부 최적의 비즈니스 의사 결정을 통해, 나는 {reg7} 무장 스콰 이어스 (Squires)를 보유하고 있으며, 몸값이나 사료를 먹을 수 없습니다. {reg41} 골드에 대해서는 현재 상황을 떠나 귀하를 섬길 것입니다. 거래가 있습니까?
qstr__My_bad_luck_has_saddl|나의 불운은 고용 된 소규모의 {reg7} 현상금 사냥꾼 회사로 나를 안장시켰다. 예상치 못한 행사로 인해 지불 할 수 없습니다. {reg41} 디나르의 경우 서비스에 주문할 수 있습니다. 관심이 있습니까?
